order_id,product_name,category,subcategory,price,quantity,total_amount,order_date,customer_region,payment_method,order_status,customer_age,customer_gender
ORD006370,宜家书架,家居,家居家居,9115.91,6,54695.46,2024/01/07,华南,支付宝,refunded,52,女
ORD006371,德芙巧克力,食品,食品食品,7186.29,5,35931.45,2025/05/27,华南,信用卡,completed,43,女
ORD006372,小熊加湿器,家居,家居家居,3264.03,1,3264.03,2025/02/05,华南,微信支付,cancelled,63,女
ORD006373,宜家书架,家居,家居家居,8126.17,2,16252.34,2025/03/30,华中,支付宝,completed,48,女
ORD006374,深入理解计算机系统,图书,图书图书,570.6,3,1711.8,2024/08/03,西北,信用卡,completed,20,女
ORD006375,蒙牛纯牛奶,食品,食品食品,7535.2,8,60281.6,2024/01/13,东北,信用卡,pending,40,
ORD006376,蒙牛纯牛奶,食品,食品食品,1745.36,10,17453.6,2024/03/02,华东,信用卡,pending,39,
ORD006377,人类简史,图书,图书图书,9404.2,7,65829.4,2024/09/29,西北,信用卡,completed,28,男
ORD006378,网易严选床垫,家居,家居家居,3109.67,8,24877.36,2024/04/08,西南,银行卡,refunded,41,
ORD006379,良品铺子零食包,食品,食品食品,181.83,2,363.66,2024/06/15,华东,支付宝,pending,21,男
ORD006380,思考快与慢,图书,图书图书,4336.12,5,21680.6,2024/04/10,西南,信用卡,completed,57,女
ORD006381,深入理解计算机系统,图书,图书图书,436.62,9,3929.58,2025/01/07,华中,银行卡,completed,60,女
ORD006382,三体全集,图书,图书图书,7266.67,7,50866.69,2024/11/13,华南,银行卡,completed,59,女
ORD006383,蒙牛纯牛奶,食品,食品食品,8622.52,8,68980.16,2024/05/02,华中,支付宝,cancelled,54,
ORD006384,网易严选床垫,家居,家居家居,7494.33,7,52460.31,2025/05/14,华东,银行卡,completed,54,男
ORD006385,Sony WH-1000XM5,电子产品,电子产品,9129.86,5,45649.3,2025/03/11,西南,银行卡,completed,55,女
ORD006386,人类简史,图书,图书图书,7645.0,9,68805.0,2025/01/10,华南,银行卡,refunded,46,男
ORD006387,百威啤酒,食品,食品食品,9483.79,1,9483.79,2024/10/16,华东,信用卡,completed,22,女
ORD006388,九阳豆浆机,家居,家居家居,3265.19,1,3265.19,2024/02/05,华北,微信支付,completed,35,女
ORD006389,三只松鼠坚果礼盒,食品,食品食品,9736.05,8,77888.4,2024/08/20,东北,微信支付,refunded,56,
ORD006390,小米台灯,家居,家居家居,1402.3,10,14023.0,2024/10/14,华北,银行卡,pending,38,
ORD006391,戴森吸尘器,家居,家居家居,6369.18,1,6369.18,2025/04/05,西南,信用卡,pending,33,女
ORD006392,iPhone 15,电子产品,电子产品,5719.94,1,5719.94,2024/05/07,华南,微信支付,completed,37,
ORD006393,小熊加湿器,家居,家居家居,1234.6,4,4938.4,2025/01/16,华北,支付宝,completed,34,男
ORD006394,九阳豆浆机,家居,家居家居,4502.29,8,36018.32,2024/11/05,西南,支付宝,completed,65,男
ORD006395,网易严选床垫,家居,家居家居,5839.29,3,17517.87,2024/11/18,华南,信用卡,completed,42,
ORD006396,北面冲锋衣,服装,服装服装,6528.13,7,45696.91,2024/01/18,华中,银行卡,cancelled,34,男
ORD006397,Nike Air Max,服装,服装服装,6063.76,7,42446.32,2024/09/21,华北,微信支付,completed,62,
ORD006398,H&M 连衣裙,服装,服装服装,4272.81,5,21364.05,2024/01/09,西北,微信支付,completed,40,女
ORD006399,思考快与慢,图书,图书图书,9411.79,9,84706.11,2025/03/15,西北,支付宝,completed,43,女
ORD006400,北面冲锋衣,服装,服装服装,3806.42,4,15225.68,2024/11/07,华中,微信支付,cancelled,44,男
ORD006401,三体全集,图书,图书图书,3181.18,7,22268.26,2024/12/29,西北,支付宝,completed,29,
ORD006402,小米台灯,家居,家居家居,6684.96,1,6684.96,2025/05/30,华中,支付宝,pending,32,
ORD006403,宜家书架,家居,家居家居,7696.95,2,15393.9,2025/02/20,西北,信用卡,pending,58,男
ORD006404,三体全集,图书,图书图书,5056.77,5,25283.85,2024/06/01,华南,银行卡,completed,58,男
ORD006405,思考快与慢,图书,图书图书,8258.07,4,33032.28,2024/08/25,华中,银行卡,completed,64,
ORD006406,算法导论,图书,图书图书,6036.71,4,24146.84,2024/03/29,华南,信用卡,completed,23,女
ORD006407,算法导论,图书,图书图书,9682.23,2,19364.46,2024/11/29,华中,支付宝,cancelled,38,女
ORD006408,茅台酒,食品,食品食品,6526.92,5,32634.6,2024/12/15,华中,支付宝,cancelled,44,女
ORD006409,Adidas Ultraboost,服装,服装服装,2890.6,4,11562.4,2024/03/03,西南,信用卡,cancelled,26,女
ORD006410,H&M 连衣裙,服装,服装服装,6185.09,10,61850.9,2025/03/15,华南,微信支付,pending,33,
ORD006411,罗技 MX Master 3,电子产品,电子产品,4915.38,1,4915.38,2024/01/31,华南,银行卡,refunded,42,
ORD006412,良品铺子零食包,食品,食品食品,8416.82,2,16833.64,2024/05/29,东北,微信支付,cancelled,25,
ORD006413,星巴克咖啡豆,食品,食品食品,566.36,4,2265.44,2024/11/28,西北,微信支付,completed,21,
ORD006414,Samsung Galaxy S24,电子产品,电子产品,2484.25,8,19874.0,2025/04/19,华北,信用卡,completed,40,
ORD006415,思考快与慢,图书,图书图书,1299.79,2,2599.58,2025/03/26,华东,银行卡,completed,37,男
ORD006416,小熊加湿器,家居,家居家居,6502.81,2,13005.62,2024/04/04,华南,信用卡,completed,53,男
ORD006417,百威啤酒,食品,食品食品,9830.43,7,68813.01,2024/07/23,华东,信用卡,completed,43,女
ORD006418,MacBook Air,电子产品,电子产品,776.74,3,2330.22,2024/08/23,西北,信用卡,pending,30,
ORD006419,三只松鼠坚果礼盒,食品,食品食品,5602.55,7,39217.85,2024/01/17,东北,银行卡,completed,31,男
ORD006420,三只松鼠坚果礼盒,食品,食品食品,4543.11,1,4543.11,2024/09/14,华东,银行卡,completed,46,女
ORD006421,德芙巧克力,食品,食品食品,8122.35,9,73101.15,2024/11/20,华中,微信支付,refunded,41,女
ORD006422,iPhone 15,电子产品,电子产品,1226.27,3,3678.81,2025/04/02,东北,支付宝,pending,31,男
ORD006423,Nike Air Max,服装,服装服装,8158.5,4,32634.0,2024/05/24,西南,支付宝,completed,61,男
ORD006424,人类简史,图书,图书图书,3840.67,1,3840.67,2025/04/27,华北,支付宝,pending,43,女
ORD006425,算法导论,图书,图书图书,6435.39,6,38612.34,2024/03/14,华南,微信支付,refunded,36,女
ORD006426,小熊加湿器,家居,家居家居,1164.14,6,6984.84,2024/09/24,西南,银行卡,completed,62,男
ORD006427,小米台灯,家居,家居家居,1912.29,10,19122.9,2024/09/01,西北,支付宝,completed,55,
ORD006428,Zara 西装外套,服装,服装服装,5247.26,4,20989.04,2024/07/25,华东,信用卡,cancelled,44,男
ORD006429,原则,图书,图书图书,5746.99,1,5746.99,2024/11/04,华中,微信支付,completed,45,
ORD006430,算法导论,图书,图书图书,2540.61,1,2540.61,2024/09/13,华东,信用卡,completed,62,
ORD006431,罗技 MX Master 3,电子产品,电子产品,7800.83,3,23402.49,2024/02/02,西北,微信支付,refunded,58,女
ORD006432,深入理解计算机系统,图书,图书图书,2582.11,8,20656.88,2025/03/12,东北,银行卡,completed,40,男
ORD006433,Samsung Galaxy S24,电子产品,电子产品,172.8,2,345.6,2024/11/27,西南,微信支付,completed,28,女
ORD006434,蒙牛纯牛奶,食品,食品食品,5670.48,3,17011.44,2024/02/03,华中,支付宝,completed,56,男
ORD006435,茅台酒,食品,食品食品,6066.68,8,48533.44,2024/07/05,西北,银行卡,completed,62,女
ORD006436,Nike Air Max,服装,服装服装,7780.08,3,23340.24,2024/12/13,西北,银行卡,completed,37,男
ORD006437,优衣库羽绒服,服装,服装服装,5622.69,2,11245.38,2024/09/27,华南,支付宝,cancelled,63,男
ORD006438,Python编程从入门到实践,图书,图书图书,4978.66,10,49786.6,2025/04/13,华北,银行卡,completed,35,
ORD006439,Zara 西装外套,服装,服装服装,7896.0,1,7896.0,2024/06/30,华中,信用卡,completed,62,男
ORD006440,H&M 连衣裙,服装,服装服装,110.09,2,220.18,2024/03/13,华南,信用卡,refunded,64,男
ORD006441,三体全集,图书,图书图书,6871.68,2,13743.36,2024/04/08,华中,微信支付,pending,26,女
ORD006442,Python编程从入门到实践,图书,图书图书,2240.16,8,17921.28,2024/08/21,华中,信用卡,refunded,45,女
ORD006443,Levi's 501,服装,服装服装,9041.55,3,27124.65,2024/04/29,西北,微信支付,completed,35,女
ORD006444,九阳豆浆机,家居,家居家居,9925.33,5,49626.65,2024/05/04,华北,银行卡,completed,19,女
ORD006445,Apple Watch,电子产品,电子产品,7044.8,1,7044.8,2024/07/04,华北,信用卡,completed,46,
ORD006446,深入理解计算机系统,图书,图书图书,6035.8,9,54322.2,2025/03/28,华中,微信支付,pending,35,
ORD006447,iPhone 15,电子产品,电子产品,6022.24,9,54200.16,2024/08/18,华中,银行卡,completed,40,
ORD006448,百威啤酒,食品,食品食品,9237.04,5,46185.2,2024/02/09,华东,微信支付,pending,40,
ORD006449,算法导论,图书,图书图书,7489.3,8,59914.4,2024/04/12,华东,微信支付,completed,38,女
ORD006450,思考快与慢,图书,图书图书,161.42,10,1614.2,2024/07/26,华东,银行卡,pending,19,
ORD006451,戴森吸尘器,家居,家居家居,7908.85,3,23726.55,2025/02/17,西南,微信支付,completed,23,女
ORD006452,农夫山泉,食品,食品食品,4066.43,4,16265.72,2025/02/22,华南,信用卡,pending,42,女
ORD006453,戴森吸尘器,家居,家居家居,8027.18,9,72244.62,2025/04/17,西北,支付宝,completed,25,女
ORD006454,百威啤酒,食品,食品食品,6096.62,1,6096.62,2024/09/14,东北,银行卡,completed,28,男
ORD006455,Nike Air Max,服装,服装服装,6587.0,5,32935.0,2024/07/16,华东,银行卡,pending,23,男
ORD006456,美的电饭煲,家居,家居家居,1605.37,1,1605.37,2025/01/02,华东,银行卡,cancelled,33,
ORD006457,New Balance 574,服装,服装服装,6331.64,7,44321.48,2024/03/11,西北,银行卡,pending,62,男
ORD006458,小米台灯,家居,家居家居,9968.44,2,19936.88,2024/01/20,华南,信用卡,completed,52,
ORD006459,罗技 MX Master 3,电子产品,电子产品,880.2,6,5281.2,2025/01/27,华中,信用卡,completed,28,女
ORD006460,良品铺子零食包,食品,食品食品,1700.13,8,13601.04,2024/03/25,华东,信用卡,completed,24,女
ORD006461,Dell XPS 15,电子产品,电子产品,9418.58,3,28255.74,2024/03/09,西北,信用卡,completed,60,女
ORD006462,Samsung Galaxy S24,电子产品,电子产品,703.04,10,7030.4,2024/08/19,东北,银行卡,cancelled,29,男
ORD006463,Samsung Galaxy S24,电子产品,电子产品,2751.84,7,19262.88,2025/05/04,东北,支付宝,refunded,41,男
ORD006464,宜家书架,家居,家居家居,2291.14,2,4582.28,2025/04/24,西南,银行卡,completed,61,女
ORD006465,星巴克咖啡豆,食品,食品食品,582.06,8,4656.48,2024/05/02,西南,信用卡,completed,61,
ORD006466,三体全集,图书,图书图书,6471.68,7,45301.76,2024/03/01,华北,微信支付,completed,65,男
ORD006467,Levi's 501,服装,服装服装,5459.32,3,16377.96,2024/08/07,华南,信用卡,refunded,61,女
ORD006468,Adidas Ultraboost,服装,服装服装,2477.33,5,12386.65,2024/08/14,华南,银行卡,refunded,37,男
ORD006469,Python编程从入门到实践,图书,图书图书,1247.13,1,1247.13,2024/02/12,华南,信用卡,completed,49,
ORD006470,戴森吸尘器,家居,家居家居,2966.87,7,20768.09,2025/01/10,华北,支付宝,completed,31,男
ORD006471,New Balance 574,服装,服装服装,9168.95,6,55013.7,2024/05/11,华东,银行卡,completed,42,
ORD006472,Adidas Ultraboost,服装,服装服装,3789.25,4,15157.0,2024/06/04,华北,支付宝,completed,38,女
ORD006473,美的电饭煲,家居,家居家居,4298.99,3,12896.97,2024/03/02,东北,银行卡,completed,54,
ORD006474,Adidas Ultraboost,服装,服装服装,6536.27,6,39217.62,2024/09/09,西南,微信支付,completed,31,
ORD006475,德芙巧克力,食品,食品食品,7984.41,2,15968.82,2024/11/26,东北,银行卡,pending,44,
ORD006476,Kindle Paperwhite,电子产品,电子产品,1320.61,7,9244.27,2024/08/04,东北,微信支付,pending,48,男
ORD006477,茅台酒,食品,食品食品,9415.45,10,94154.5,2024/07/19,西南,支付宝,pending,39,男
ORD006478,蒙牛纯牛奶,食品,食品食品,2209.31,6,13255.86,2024/11/24,华中,支付宝,refunded,41,女
ORD006479,原则,图书,图书图书,8717.14,5,43585.7,2024/11/21,东北,支付宝,completed,26,
ORD006480,MacBook Air,电子产品,电子产品,276.86,2,553.72,2025/03/03,华东,微信支付,completed,64,
ORD006481,Levi's 501,服装,服装服装,3487.22,5,17436.1,2024/12/30,华东,信用卡,completed,51,女
ORD006482,德芙巧克力,食品,食品食品,5196.36,9,46767.24,2024/01/21,华南,微信支付,completed,19,
ORD006483,优衣库羽绒服,服装,服装服装,5674.8,2,11349.6,2024/09/22,华中,银行卡,cancelled,61,
ORD006484,宜家书架,家居,家居家居,191.08,9,1719.72,2024/09/18,华中,微信支付,completed,29,男
ORD006485,良品铺子零食包,食品,食品食品,2478.88,6,14873.28,2024/07/30,西北,银行卡,pending,52,男
ORD006486,Nike Air Max,服装,服装服装,8222.06,6,49332.36,2024/01/28,东北,支付宝,cancelled,33,男
ORD006487,Kindle Paperwhite,电子产品,电子产品,8586.11,7,60102.77,2024/10/01,东北,微信支付,completed,52,女
ORD006488,Kindle Paperwhite,电子产品,电子产品,3388.03,4,13552.12,2024/06/25,东北,银行卡,completed,46,男
ORD006489,思考快与慢,图书,图书图书,6654.74,5,33273.7,2025/01/25,东北,信用卡,refunded,63,男
ORD006490,Sony WH-1000XM5,电子产品,电子产品,2087.84,10,20878.4,2024/07/16,华北,支付宝,completed,32,
ORD006491,Python编程从入门到实践,图书,图书图书,8458.81,5,42294.05,2024/02/24,华北,微信支付,completed,65,
ORD006492,农夫山泉,食品,食品食品,6193.55,3,18580.65,2025/05/29,西北,信用卡,completed,41,
ORD006493,iPhone 15,电子产品,电子产品,1765.64,2,3531.28,2024/07/06,华中,银行卡,pending,43,
ORD006494,农夫山泉,食品,食品食品,3572.52,3,10717.56,2024/03/18,华东,信用卡,completed,44,男
ORD006495,美的电饭煲,家居,家居家居,9091.82,3,27275.46,2024/07/31,华中,银行卡,cancelled,22,
ORD006496,Python编程从入门到实践,图书,图书图书,6635.2,10,66352.0,2025/03/26,华南,微信支付,completed,54,
ORD006497,思考快与慢,图书,图书图书,1656.99,3,4970.97,2025/03/02,华北,银行卡,completed,56,男
ORD006498,蒙牛纯牛奶,食品,食品食品,5724.53,6,34347.18,2025/02/21,华北,支付宝,cancelled,29,男
ORD006499,Adidas Ultraboost,服装,服装服装,3592.76,6,21556.56,2024/12/10,西北,微信支付,pending,30,男
ORD006500,算法导论,图书,图书图书,5697.41,8,45579.28,2024/08/06,华东,信用卡,pending,45,男
ORD006501,星巴克咖啡豆,食品,食品食品,8873.53,2,17747.06,2025/05/10,华东,银行卡,completed,51,
ORD006502,宜家书架,家居,家居家居,6483.38,7,45383.66,2024/12/19,东北,支付宝,completed,33,
ORD006503,小米台灯,家居,家居家居,3787.51,7,26512.57,2024/12/22,西北,信用卡,cancelled,39,男
ORD006504,Apple Watch,电子产品,电子产品,7761.16,4,31044.64,2024/06/06,华中,支付宝,completed,59,女
ORD006505,小米台灯,家居,家居家居,1946.13,1,1946.13,2025/04/23,华南,信用卡,completed,56,男
ORD006506,九阳豆浆机,家居,家居家居,6464.49,1,6464.49,2024/04/16,华南,微信支付,completed,62,女
ORD006507,Sony WH-1000XM5,电子产品,电子产品,7855.73,9,70701.57,2024/06/26,西南,支付宝,completed,59,
ORD006508,戴森吸尘器,家居,家居家居,6157.25,6,36943.5,2024/01/06,东北,微信支付,completed,24,男
ORD006509,茅台酒,食品,食品食品,6706.28,5,33531.4,2024/09/16,华南,信用卡,completed,29,女
ORD006510,Levi's 501,服装,服装服装,5888.27,1,5888.27,2025/05/24,华北,微信支付,completed,45,
ORD006511,戴森吸尘器,家居,家居家居,2112.28,8,16898.24,2025/04/21,东北,信用卡,completed,65,
ORD006512,思考快与慢,图书,图书图书,7520.92,10,75209.2,2024/05/03,华东,信用卡,completed,18,女
ORD006513,罗技 MX Master 3,电子产品,电子产品,2032.54,1,2032.54,2024/07/31,华南,银行卡,completed,48,
ORD006514,美的电饭煲,家居,家居家居,6083.53,6,36501.18,2025/05/13,西南,支付宝,completed,23,男
ORD006515,人类简史,图书,图书图书,3229.4,1,3229.4,2025/02/07,西南,银行卡,completed,36,男
ORD006516,AirPods Pro,电子产品,电子产品,2650.81,4,10603.24,2024/08/30,华北,银行卡,completed,34,男
ORD006517,算法导论,图书,图书图书,7138.03,10,71380.3,2024/08/28,华东,支付宝,completed,38,男
ORD006518,茅台酒,食品,食品食品,6727.58,2,13455.16,2024/11/13,华中,支付宝,completed,51,女
ORD006519,百威啤酒,食品,食品食品,857.69,3,2573.07,2024/03/28,西北,支付宝,completed,46,
ORD006520,优衣库羽绒服,服装,服装服装,1460.99,4,5843.96,2024/03/20,华中,支付宝,completed,21,
ORD006521,小米台灯,家居,家居家居,8618.27,2,17236.54,2024/02/05,西北,支付宝,completed,62,男
ORD006522,小米台灯,家居,家居家居,7846.39,9,70617.51,2024/02/15,东北,银行卡,completed,63,
ORD006523,罗技 MX Master 3,电子产品,电子产品,285.68,6,1714.08,2024/12/20,华南,银行卡,completed,65,
ORD006524,Levi's 501,服装,服装服装,6227.97,3,18683.91,2024/08/06,西北,支付宝,completed,59,女
ORD006525,Kindle Paperwhite,电子产品,电子产品,6231.69,1,6231.69,2024/01/28,华北,信用卡,completed,41,男
ORD006526,小米台灯,家居,家居家居,828.49,5,4142.45,2024/03/02,东北,支付宝,completed,58,
ORD006527,算法导论,图书,图书图书,8897.71,1,8897.71,2024/09/03,华东,银行卡,completed,64,男
ORD006528,小米台灯,家居,家居家居,4413.37,10,44133.7,2025/02/08,华东,微信支付,completed,53,男
ORD006529,农夫山泉,食品,食品食品,297.06,3,891.18,2024/12/25,东北,支付宝,completed,53,男
ORD006530,MacBook Air,电子产品,电子产品,3624.37,4,14497.48,2024/09/15,华南,微信支付,completed,26,
ORD006531,原则,图书,图书图书,2932.71,6,17596.26,2024/10/08,华南,微信支付,cancelled,62,女
ORD006532,Python编程从入门到实践,图书,图书图书,1022.63,4,4090.52,2024/02/04,华南,信用卡,completed,54,女
ORD006533,Levi's 501,服装,服装服装,8773.56,10,87735.6,2024/03/21,西南,银行卡,pending,36,男
ORD006534,戴森吸尘器,家居,家居家居,7092.3,7,49646.1,2024/04/25,华中,微信支付,completed,20,女
ORD006535,小熊加湿器,家居,家居家居,1508.16,7,10557.12,2024/10/19,东北,支付宝,pending,41,女
ORD006536,AirPods Pro,电子产品,电子产品,7520.72,2,15041.44,2024/05/14,西北,支付宝,refunded,64,女
ORD006537,蒙牛纯牛奶,食品,食品食品,5547.36,2,11094.72,2024/04/30,西北,支付宝,completed,58,
ORD006538,星巴克咖啡豆,食品,食品食品,8739.97,3,26219.91,2025/02/05,华东,银行卡,completed,62,
ORD006539,人类简史,图书,图书图书,5432.18,1,5432.18,2024/06/17,华东,微信支付,completed,18,女
ORD006540,New Balance 574,服装,服装服装,2186.69,10,21866.9,2024/12/17,华中,银行卡,completed,35,男
ORD006541,Apple Watch,电子产品,电子产品,340.59,10,3405.9,2025/01/24,西北,信用卡,completed,31,男
ORD006542,网易严选床垫,家居,家居家居,8221.68,8,65773.44,2024/06/12,华北,银行卡,pending,38,
ORD006543,Apple Watch,电子产品,电子产品,3895.9,8,31167.2,2024/08/18,西南,微信支付,cancelled,28,男
ORD006544,思考快与慢,图书,图书图书,5148.22,3,15444.66,2024/03/15,华中,支付宝,pending,61,女
ORD006545,iPhone 15,电子产品,电子产品,1444.53,6,8667.18,2025/05/30,华中,信用卡,pending,56,女
ORD006546,小熊加湿器,家居,家居家居,1802.46,1,1802.46,2024/11/05,西南,银行卡,cancelled,19,
ORD006547,小熊加湿器,家居,家居家居,5931.59,1,5931.59,2025/05/15,华北,银行卡,pending,43,
ORD006548,深入理解计算机系统,图书,图书图书,3474.56,10,34745.6,2024/01/24,华中,信用卡,completed,41,
ORD006549,德芙巧克力,食品,食品食品,3152.41,6,18914.46,2024/09/14,华东,银行卡,completed,33,
ORD006550,农夫山泉,食品,食品食品,9618.14,5,48090.7,2024/09/10,东北,支付宝,completed,39,
ORD006551,农夫山泉,食品,食品食品,399.61,4,1598.44,2024/11/22,华东,信用卡,pending,57,女
ORD006552,三体全集,图书,图书图书,1041.57,1,1041.57,2024/08/31,东北,银行卡,pending,20,
ORD006553,良品铺子零食包,食品,食品食品,718.72,2,1437.44,2024/10/29,华北,支付宝,completed,50,女
ORD006554,Kindle Paperwhite,电子产品,电子产品,5253.34,6,31520.04,2024/06/09,西北,信用卡,pending,40,
ORD006555,北面冲锋衣,服装,服装服装,3635.42,10,36354.2,2024/02/10,华中,支付宝,completed,59,
ORD006556,农夫山泉,食品,食品食品,3665.63,6,21993.78,2024/05/01,西北,银行卡,refunded,51,
ORD006557,茅台酒,食品,食品食品,6181.49,8,49451.92,2024/02/28,华北,信用卡,pending,27,女
ORD006558,iPad Air,电子产品,电子产品,703.74,6,4222.44,2025/01/28,华北,银行卡,completed,40,
ORD006559,小熊加湿器,家居,家居家居,5192.26,9,46730.34,2024/05/09,东北,微信支付,pending,18,
ORD006560,戴森吸尘器,家居,家居家居,3290.6,4,13162.4,2024/07/21,华东,银行卡,pending,29,男
ORD006561,宜家书架,家居,家居家居,2037.78,8,16302.24,2024/09/13,西南,银行卡,completed,64,男
ORD006562,蒙牛纯牛奶,食品,食品食品,2231.02,9,20079.18,2024/01/29,华东,支付宝,completed,50,女
ORD006563,Python编程从入门到实践,图书,图书图书,3224.24,3,9672.72,2024/02/27,西北,信用卡,completed,34,女
ORD006564,Apple Watch,电子产品,电子产品,8504.57,9,76541.13,2024/08/03,华北,银行卡,completed,35,男
ORD006565,Python编程从入门到实践,图书,图书图书,8230.43,7,57613.01,2024/05/01,西南,支付宝,completed,54,女
ORD006566,宜家书架,家居,家居家居,3963.62,5,19818.1,2024/05/18,华南,微信支付,completed,59,女
ORD006567,三体全集,图书,图书图书,5124.92,8,40999.36,2025/03/05,华中,银行卡,completed,30,女
ORD006568,罗技 MX Master 3,电子产品,电子产品,6853.34,3,20560.02,2024/07/27,西南,银行卡,completed,26,女
ORD006569,算法导论,图书,图书图书,7898.24,8,63185.92,2024/05/01,西北,信用卡,completed,42,女
ORD006570,Nike Air Max,服装,服装服装,8541.81,3,25625.43,2025/04/09,华中,微信支付,completed,53,
ORD006571,茅台酒,食品,食品食品,851.54,3,2554.62,2024/01/16,华南,支付宝,pending,54,
ORD006572,Sony WH-1000XM5,电子产品,电子产品,8974.05,1,8974.05,2024/04/15,东北,微信支付,completed,40,
ORD006573,H&M 连衣裙,服装,服装服装,362.85,10,3628.5,2025/03/22,华南,支付宝,refunded,23,女
ORD006574,百威啤酒,食品,食品食品,571.71,3,1715.13,2024/03/12,西南,支付宝,completed,35,女
ORD006575,宜家书架,家居,家居家居,7082.59,5,35412.95,2024/07/23,西南,信用卡,completed,25,
ORD006576,宜家书架,家居,家居家居,1333.08,8,10664.64,2025/01/30,西南,支付宝,pending,25,女
ORD006577,算法导论,图书,图书图书,1252.39,4,5009.56,2025/05/11,东北,支付宝,completed,25,女
ORD006578,蒙牛纯牛奶,食品,食品食品,1214.2,3,3642.6,2024/01/04,华南,支付宝,completed,42,男
ORD006579,农夫山泉,食品,食品食品,5400.59,1,5400.59,2024/03/09,西北,支付宝,pending,55,女
ORD006580,蒙牛纯牛奶,食品,食品食品,724.21,4,2896.84,2024/09/04,西北,银行卡,completed,22,
ORD006581,宜家书架,家居,家居家居,7129.32,2,14258.64,2024/01/16,西南,支付宝,pending,60,男
ORD006582,AirPods Pro,电子产品,电子产品,1290.12,4,5160.48,2024/03/12,西南,银行卡,completed,38,
ORD006583,原则,图书,图书图书,5297.69,2,10595.38,2024/07/31,西南,微信支付,pending,58,女
ORD006584,小熊加湿器,家居,家居家居,7704.24,7,53929.68,2025/03/14,华中,支付宝,pending,63,女
ORD006585,三只松鼠坚果礼盒,食品,食品食品,2128.04,3,6384.12,2024/07/31,华东,支付宝,completed,26,女
ORD006586,深入理解计算机系统,图书,图书图书,6622.95,4,26491.8,2024/07/17,西北,银行卡,completed,45,
ORD006587,算法导论,图书,图书图书,9072.56,3,27217.68,2024/08/26,华东,银行卡,completed,28,男
ORD006588,Kindle Paperwhite,电子产品,电子产品,3524.05,7,24668.35,2024/11/06,东北,微信支付,cancelled,26,女
ORD006589,宜家书架,家居,家居家居,3667.08,7,25669.56,2025/02/01,华中,微信支付,completed,24,男
ORD006590,人类简史,图书,图书图书,1174.33,9,10568.97,2024/06/12,西南,信用卡,pending,44,女
ORD006591,德芙巧克力,食品,食品食品,8850.19,4,35400.76,2024/03/17,西南,支付宝,completed,65,男
ORD006592,原则,图书,图书图书,4093.48,8,32747.84,2024/09/17,西北,银行卡,pending,56,男
ORD006593,星巴克咖啡豆,食品,食品食品,7536.29,9,67826.61,2025/03/08,华中,银行卡,completed,41,男
ORD006594,Kindle Paperwhite,电子产品,电子产品,2143.66,2,4287.32,2025/05/21,西北,银行卡,completed,33,女
ORD006595,美的电饭煲,家居,家居家居,7690.5,2,15381.0,2024/04/15,东北,微信支付,completed,34,女
ORD006596,思考快与慢,图书,图书图书,3901.38,8,31211.04,2024/09/27,华南,信用卡,pending,18,男
ORD006597,iPhone 15,电子产品,电子产品,4183.18,5,20915.9,2025/01/20,西北,银行卡,completed,61,
ORD006598,Sony WH-1000XM5,电子产品,电子产品,9662.6,6,57975.6,2025/04/19,华东,支付宝,completed,34,男
ORD006599,蒙牛纯牛奶,食品,食品食品,9850.07,2,19700.14,2024/03/14,华东,支付宝,completed,33,男
ORD006600,Python编程从入门到实践,图书,图书图书,2771.6,5,13858.0,2024/03/01,西南,微信支付,cancelled,34,男
ORD006601,星巴克咖啡豆,食品,食品食品,604.94,4,2419.76,2024/12/16,西北,信用卡,completed,54,
ORD006602,Python编程从入门到实践,图书,图书图书,8652.62,7,60568.34,2025/01/27,华东,信用卡,completed,25,
ORD006603,罗技 MX Master 3,电子产品,电子产品,21.56,8,172.48,2025/01/20,华中,微信支付,completed,58,
ORD006604,Python编程从入门到实践,图书,图书图书,847.07,3,2541.21,2024/05/20,华东,信用卡,completed,32,男
ORD006605,北面冲锋衣,服装,服装服装,5033.31,1,5033.31,2024/06/23,西北,微信支付,completed,33,
ORD006606,人类简史,图书,图书图书,6611.53,5,33057.65,2025/05/20,西南,银行卡,completed,42,
ORD006607,茅台酒,食品,食品食品,7333.86,10,73338.6,2024/07/16,西南,微信支付,completed,27,男
ORD006608,小米台灯,家居,家居家居,2908.32,1,2908.32,2024/09/10,华南,银行卡,completed,48,
ORD006609,Apple Watch,电子产品,电子产品,4163.95,10,41639.5,2024/07/13,华南,支付宝,pending,32,
ORD006610,Kindle Paperwhite,电子产品,电子产品,8268.5,9,74416.5,2024/08/20,东北,信用卡,completed,26,
ORD006611,Levi's 501,服装,服装服装,5035.54,8,40284.32,2025/02/05,华北,微信支付,completed,61,女
ORD006612,人类简史,图书,图书图书,289.92,1,289.92,2025/04/20,西北,微信支付,completed,65,女
ORD006613,MacBook Air,电子产品,电子产品,2703.91,1,2703.91,2025/04/11,华东,支付宝,completed,43,
ORD006614,Apple Watch,电子产品,电子产品,3228.9,4,12915.6,2024/03/11,华北,微信支付,completed,57,男
ORD006615,Samsung Galaxy S24,电子产品,电子产品,3167.26,8,25338.08,2024/11/17,华南,银行卡,completed,34,
ORD006616,深入理解计算机系统,图书,图书图书,2667.95,2,5335.9,2024/01/05,华东,支付宝,completed,41,女
